#{"t_start": 1679480980.870534, "env_id": "FrozenLake-v1"}
r,l,t 
1.0,23,873.363451
1.0,34,873.424507
0.0,7,873.437518
0.0,30,873.490567
0.0,12,873.512586
1.0,12,873.533606
1.0,17,873.564634
0.0,60,873.671731
1.0,41,873.744798
1.0,44,875.323233
1.0,19,875.390294
1.0,30,875.44034
1.0,51,875.525417
0.0,33,875.580467
0.0,17,875.609493
0.0,34,875.666545
1.0,41,875.735608
1.0,47,875.81468
1.0,11,875.832697
0.0,47,875.91277
0.0,51,875.997846
1.0,75,876.123961
1.0,46,876.202032
1.0,22,876.273097
0.0,48,876.353169
1.0,36,876.415226
0.0,5,876.423234
1.0,60,876.527328
0.0,13,876.550349
0.0,100,876.722505
1.0,35,876.783561
1.0,34,876.842614
1.0,18,876.874644
0.0,16,876.903671
0.0,32,876.959721
1.0,16,876.987746
1.0,20,877.021778
1.0,9,877.037792
1.0,16,877.065818
1.0,15,877.091841
1.0,51,877.213953
0.0,22,877.252988
0.0,40,877.322051
1.0,25,877.366091
0.0,18,877.397119
1.0,17,877.427146
0.0,19,877.460176
1.0,10,877.477192
0.0,61,877.584289
1.0,8,877.598302
1.0,18,877.62933
1.0,47,877.713407
1.0,18,877.745435
1.0,20,877.779467
1.0,9,877.795481
1.0,16,877.823507
0.0,6,877.834517
1.0,41,877.905581
1.0,50,877.992661
0.0,96,878.194846
1.0,43,878.270916
1.0,38,878.337977
1.0,77,878.477103
1.0,24,878.519142
1.0,17,878.549169
0.0,39,878.619232
1.0,25,878.663272
1.0,15,878.690297
1.0,88,878.846439
0.0,49,878.933518
1.0,42,880.556007
0.0,100,880.72416
1.0,61,880.826253
0.0,36,880.886307
0.0,49,880.968382
0.0,18,880.997408
1.0,27,881.042449
0.0,100,881.209601
1.0,19,881.241631
0.0,56,881.369748
1.0,12,881.390767
0.0,14,881.415789
1.0,39,881.48185
0.0,19,881.513879
1.0,78,881.647021
0.0,12,881.667039
1.0,23,881.707075
0.0,41,881.77814
1.0,22,881.816174
1.0,22,881.854209
1.0,54,881.948294
0.0,22,881.986329
1.0,15,882.012353
0.0,20,882.047385
1.0,52,882.137466
1.0,50,882.226547
1.0,42,882.334645
1.0,8,882.348658
1.0,21,882.385691
1.0,25,882.429732
0.0,37,882.494791
1.0,35,882.556847
1.0,28,882.605893
0.0,29,882.656939
1.0,12,882.677958
1.0,81,882.819086
1.0,33,882.876138
1.0,13,882.901161
0.0,11,882.921179
0.0,5,882.930187
0.0,72,883.056302
0.0,25,883.100343
1.0,41,883.207438
0.0,55,883.304527
0.0,12,883.326547
1.0,23,883.366584
0.0,68,883.486693
1.0,17,883.516721
0.0,6,883.52773
1.0,42,883.602799
1.0,47,883.688877
0.0,100,883.866038
1.0,42,883.941107
1.0,6,883.952116
1.0,72,884.114263
1.0,51,884.206348
1.0,88,885.877912
0.0,62,885.984009
0.0,19,886.016038
0.0,14,886.04006
0.0,16,886.067085
0.0,33,886.123135
0.0,11,886.142152
1.0,32,886.197203
0.0,27,886.243245
0.0,9,886.258258
1.0,25,886.301297
0.0,45,886.378367
0.0,11,886.397384
1.0,51,886.484464
0.0,89,886.674142
0.0,62,886.779237
0.0,65,886.893341
0.0,13,886.916362
1.0,42,886.990429
1.0,27,887.037472
1.0,69,887.158582
1.0,24,887.20062
1.0,21,887.237654
0.0,82,887.381785
1.0,20,887.451849
0.0,77,887.587973
0.0,65,887.702076
1.0,45,887.781148
0.0,27,887.829192
0.0,70,887.952304
1.0,37,888.017363
0.0,33,888.075416
1.0,28,888.12446
1.0,63,888.239565
1.0,11,888.258583
0.0,8,888.272595
1.0,38,888.374688
1.0,12,888.396708
1.0,20,888.43174
0.0,21,888.469774
1.0,90,888.62992
0.0,43,888.707991
1.0,18,888.74002
0.0,32,888.799074
0.0,10,888.81709
1.0,10,888.835107
1.0,33,888.897163
0.0,3,888.903169
1.0,22,888.942204
1.0,28,888.993251
1.0,9,889.009265
1.0,47,889.094343
1.0,72,889.224461
0.0,16,889.287518
1.0,38,889.35558
1.0,27,889.405626
0.0,96,891.079162
1.0,54,891.170244
0.0,100,891.337396
0.0,17,891.366423
1.0,40,891.433484
0.0,69,891.549589
1.0,14,891.573611
0.0,100,891.775795
0.0,13,891.797815
0.0,10,891.814831
0.0,45,891.8909
1.0,41,891.960963
0.0,24,892.003002
0.0,100,892.175158
0.0,47,892.257233
0.0,100,892.43039
0.0,64,892.541492
0.0,4,892.582529
0.0,100,892.758689
1.0,15,892.784713
0.0,90,892.941856
1.0,60,893.04595
0.0,19,893.07898
1.0,60,893.183075
1.0,19,893.217117
0.0,15,893.24314
1.0,28,893.292185
1.0,11,893.311203
0.0,6,893.321211
0.0,22,893.360247
1.0,30,893.414296
0.0,15,893.441321
0.0,37,893.540411
1.0,49,893.626489
1.0,10,893.643505
0.0,35,893.70456
1.0,96,893.873714
0.0,12,893.895734
0.0,25,893.939774
1.0,20,893.974806
1.0,34,894.035861
1.0,6,894.046871
1.0,23,894.087909
0.0,100,894.269073
0.0,11,894.288091
1.0,76,894.458246
0.0,12,894.479265
0.0,18,894.512295
0.0,11,894.531312
1.0,70,894.658427
1.0,7,894.670438
1.0,18,896.210217
1.0,81,896.34534
0.0,9,896.360353
0.0,53,896.451436
0.0,64,896.558534
1.0,24,896.59857
1.0,20,896.632601
0.0,58,896.73069
1.0,28,896.811764
1.0,25,896.853802
0.0,11,896.87282
0.0,61,896.974912
1.0,13,896.996932
1.0,25,897.03897
0.0,21,897.074002
1.0,53,897.165085
0.0,11,897.184102
1.0,34,897.242155
1.0,29,897.292201
1.0,32,897.348252
1.0,45,897.425322
0.0,24,897.46736
1.0,13,897.490381
0.0,60,897.594476
0.0,15,897.620499
1.0,47,897.736605
0.0,33,897.792656
1.0,22,897.831691
0.0,30,897.882738
0.0,4,897.889744
1.0,44,897.968816
0.0,43,898.042883
1.0,59,898.144976
1.0,34,898.20403
1.0,46,898.283102
1.0,68,898.401209
1.0,97,898.568361
1.0,15,898.628416
0.0,10,898.648434
0.0,54,898.742519
1.0,17,898.772547
0.0,13,898.795568
1.0,22,898.833602
0.0,17,898.86363
0.0,42,898.937697
0.0,51,899.027779
0.0,75,899.159899
0.0,48,899.243976
0.0,34,899.30403
1.0,65,899.423138
0.0,22,899.462174
1.0,13,899.485195
1.0,12,899.540245
1.0,41,899.613312
0.0,11,899.63333
1.0,61,899.741428
0.0,14,899.766451
1.0,37,899.83151
1.0,66,901.457645
1.0,41,901.527709
0.0,17,901.555735
0.0,25,901.598774
1.0,45,901.675844
0.0,19,901.707873
0.0,11,901.72689
1.0,16,901.753915
0.0,33,901.809966
0.0,66,901.956099
1.0,47,902.036172
0.0,12,902.05619
1.0,22,902.093224
0.0,26,902.136263
0.0,100,902.302414
1.0,15,902.327436
1.0,11,902.346454
0.0,13,902.368474
0.0,10,902.385489
0.0,15,902.413515
1.0,70,902.534625
0.0,17,902.563652
1.0,27,902.610694
0.0,100,902.783852
1.0,32,902.873934
1.0,29,902.925981
1.0,19,902.959011
1.0,29,903.010057
0.0,19,903.043087
1.0,31,903.097136
1.0,19,903.130167
0.0,11,903.151186
0.0,11,903.171204
0.0,14,903.195225
0.0,32,903.251276
0.0,20,903.286311
0.0,21,903.323344
0.0,48,903.40642
0.0,17,903.435447
0.0,23,903.476484
1.0,9,903.491498
1.0,52,903.582581
1.0,67,903.732717
1.0,40,903.803781
0.0,14,903.827815
0.0,87,903.983957
0.0,29,904.036005
1.0,87,904.190145
0.0,67,904.308252
0.0,10,904.326268
0.0,13,904.349289
0.0,15,904.375313
1.0,18,904.408343
1.0,58,904.512437
0.0,29,904.564485
0.0,36,904.664576
0.0,2,904.667578
0.0,51,904.759663
1.0,31,904.815714
1.0,9,904.832729
0.0,14,904.857751
1.0,20,904.893785
0.0,43,904.973857
0.0,13,904.997879
0.0,70,906.62636
0.0,58,906.72545
0.0,20,906.759481
0.0,11,906.777498
1.0,23,906.816533
0.0,41,906.887598
1.0,21,906.92363
1.0,64,907.032729
1.0,60,907.169857
1.0,51,907.256936
0.0,26,907.300976
0.0,32,907.356026
1.0,34,907.414079
1.0,28,907.462122
1.0,54,907.555207
0.0,70,907.680321
1.0,91,907.840466
1.0,72,908.001613
0.0,44,908.078683
0.0,100,908.253842
1.0,21,908.290876
0.0,13,908.313897
0.0,34,908.372951
0.0,79,908.514079
1.0,8,908.528092
1.0,46,908.609166
0.0,22,908.648201
0.0,10,908.665216
0.0,4,908.673224
1.0,15,908.699248
1.0,18,908.730276
0.0,14,908.755298
0.0,7,908.767309
1.0,56,908.90043
1.0,18,908.932459
0.0,7,908.94447
0.0,87,909.09761
0.0,38,909.166672
0.0,31,909.221723
0.0,16,909.250749
1.0,22,909.289784
1.0,21,909.327819
1.0,31,909.382869
0.0,75,909.516991
1.0,23,909.558028
1.0,18,909.591058
1.0,11,909.611077
0.0,39,909.68114
1.0,21,909.719175
1.0,20,909.756208
1.0,35,909.853297
0.0,22,909.893333
1.0,16,909.925362
0.0,100,910.106527
1.0,18,910.138556
0.0,100,910.320722
0.0,100,911.993256
1.0,82,912.130381
0.0,100,912.333566
0.0,58,912.431655
1.0,6,912.441664
0.0,15,912.466687
1.0,83,912.607815
1.0,58,912.705904
1.0,19,912.737933
0.0,29,912.786978
1.0,57,912.883065
0.0,46,912.962137
0.0,13,912.984157
1.0,27,913.0312
1.0,70,913.186341
1.0,24,913.228379
1.0,32,913.28443
0.0,39,913.351995
1.0,26,913.397036
1.0,68,913.515144
0.0,5,913.524152
1.0,31,913.5772
0.0,37,913.642259
0.0,33,913.702314
0.0,76,913.834434
1.0,13,913.856454
0.0,36,913.919512
0.0,13,913.942532
0.0,33,914.034616
1.0,44,914.110685
1.0,33,914.168738
1.0,50,914.255817
0.0,16,914.282842
0.0,10,914.300858
1.0,80,914.442987
1.0,67,914.561095
1.0,29,914.612141
0.0,34,914.672196
1.0,13,914.695217
0.0,14,914.720239
1.0,15,914.747264
1.0,11,914.766281
1.0,25,914.810321
1.0,31,914.865371
1.0,17,914.895399
1.0,39,914.998492
0.0,15,915.025517
1.0,39,915.095581
0.0,100,915.276746
1.0,20,915.312778
1.0,18,915.344807
1.0,54,915.440895
0.0,22,915.47993
0.0,5,915.488938
0.0,59,917.099404
0.0,26,917.143444
1.0,27,917.188485
1.0,9,917.203498
0.0,9,917.218512
0.0,42,917.288576
1.0,14,917.311597
0.0,20,917.378658
0.0,19,917.411688
0.0,7,917.423699
1.0,13,917.445719
1.0,33,917.500769
0.0,29,917.549814
0.0,26,917.592853
1.0,10,917.609868
1.0,13,917.631888
0.0,55,917.723972
0.0,30,917.774017
0.0,33,917.830068
1.0,20,917.863099
1.0,17,917.892125
1.0,47,917.971197
0.0,5,917.979204
0.0,24,918.019241
0.0,10,918.036256
1.0,11,918.055273
1.0,92,918.244445
1.0,16,918.270469
0.0,16,918.297493
0.0,100,918.467652
1.0,57,918.566742
1.0,33,918.624795
1.0,69,918.744904
0.0,8,918.758916
0.0,11,918.777934
1.0,44,918.854003
0.0,26,918.902047
1.0,14,918.926069
0.0,64,919.03717
0.0,16,919.065195
0.0,69,919.220336
1.0,33,919.278389
1.0,77,919.412511
0.0,17,919.441537
1.0,30,919.493585
1.0,31,919.547634
0.0,74,919.679754
1.0,30,919.731801
1.0,16,919.759827
1.0,44,919.837898
0.0,14,919.86292
1.0,47,919.945996
0.0,38,920.014058
0.0,17,920.079117
1.0,23,920.120154
1.0,42,920.195222
0.0,21,920.233257
1.0,49,920.321337
1.0,44,920.403412
1.0,27,920.451455
1.0,22,920.490491
0.0,83,920.63963
0.0,100,922.315443
1.0,12,922.335461
0.0,35,922.394515
0.0,21,922.430547
0.0,8,922.47759
1.0,37,922.540648
0.0,29,922.589693
1.0,60,922.692786
1.0,14,922.716808
1.0,20,922.750839
0.0,71,922.868947
0.0,60,922.969037
1.0,66,923.079138
0.0,53,923.167217
1.0,7,923.179229
1.0,61,923.28032
1.0,14,923.303341
1.0,50,923.426453
0.0,16,923.454479
1.0,64,923.567582
0.0,64,923.679683
1.0,14,923.704706
0.0,63,923.814806
1.0,49,923.900884
0.0,23,923.940921
1.0,34,923.999975
1.0,22,924.03801
1.0,23,924.078046
1.0,83,924.224179
0.0,76,924.393332
1.0,24,924.436371
0.0,17,924.466399
0.0,35,924.528455
1.0,29,924.580503
0.0,17,924.61053
0.0,11,924.630548
0.0,24,924.673587
0.0,49,924.760667
1.0,33,924.81972
0.0,73,924.95084
0.0,7,924.963851
0.0,9,924.979866
1.0,37,925.044925
1.0,14,925.069947
1.0,40,925.140012
1.0,8,925.190057
0.0,13,925.214079
1.0,80,925.356221
1.0,21,925.393255
1.0,9,925.409269
1.0,54,925.505357
1.0,75,925.638478
0.0,13,925.664501
1.0,15,925.691525
1.0,10,925.709542
1.0,18,925.741571
1.0,13,925.764592
1.0,21,925.802627
1.0,20,925.837659
1.0,62,925.947759
0.0,62,927.571557
1.0,9,927.587571
1.0,15,927.646625
1.0,55,927.739709
1.0,67,927.853813
1.0,17,927.882839
0.0,29,927.932885
0.0,9,927.9489
1.0,6,927.958909
1.0,82,928.098035
0.0,28,928.145078
1.0,26,928.189118
1.0,20,928.223149
1.0,37,928.287207
0.0,22,928.324241
1.0,10,928.341256
1.0,48,928.424332
1.0,22,928.463367
0.0,28,928.548445
1.0,45,928.628517
0.0,27,928.677562
0.0,16,928.705588
1.0,14,928.730611
1.0,84,928.877744
0.0,39,928.946807
0.0,27,928.99385
1.0,52,929.084933
0.0,5,929.093941
0.0,8,929.107953
1.0,13,929.130974
1.0,99,929.305133
1.0,37,929.370192
1.0,85,929.558363
0.0,73,929.68648
1.0,25,929.73052
0.0,38,929.797581
0.0,10,929.815597
1.0,16,929.843623
1.0,49,929.929701
1.0,20,929.965734
1.0,19,929.998764
0.0,20,930.033796
0.0,14,930.058818
0.0,30,930.111866
1.0,37,930.179929
1.0,27,930.226971
0.0,4,930.233978
1.0,42,930.309046
0.0,100,930.519237
0.0,100,930.699401
0.0,100,930.878564
1.0,34,930.943623
1.0,28,930.994669
0.0,8,931.009683
0.0,54,931.107772
0.0,100,932.831352
0.0,52,932.917431
0.0,35,932.975483
0.0,17,933.00451
0.0,23,933.042544
0.0,7,933.053555
1.0,27,933.098596
1.0,89,933.250986
0.0,87,933.398119
1.0,40,933.465192
1.0,54,933.556274
0.0,87,933.739441
1.0,6,933.750451
1.0,67,933.866556
0.0,70,933.988667
0.0,100,934.162826
0.0,43,934.237894
0.0,8,934.250906
0.0,8,934.264919
0.0,31,934.318968
0.0,18,934.349996
1.0,18,934.381024
1.0,13,934.404045
0.0,26,934.449086
1.0,38,934.516147
1.0,15,934.542171
1.0,25,934.619241
1.0,66,934.737348
1.0,16,934.764373
1.0,10,934.782389
1.0,64,934.89349
0.0,19,934.92652
0.0,42,934.999587
1.0,50,935.086666
0.0,24,935.128704
1.0,99,935.301364
1.0,29,935.35141
1.0,25,935.397452
1.0,26,935.443493
0.0,67,935.595633
1.0,15,935.621656
0.0,70,935.74577
1.0,27,935.793813
1.0,39,935.862876
1.0,24,935.905915
1.0,52,935.999
0.0,10,936.016016
0.0,34,936.07707
0.0,55,936.177162
1.0,41,936.250228
1.0,12,936.271247
1.0,61,936.379345
0.0,42,936.489446
1.0,12,938.011088
1.0,35,938.070142
1.0,81,938.204264
0.0,22,938.241297
0.0,12,938.261316
0.0,15,938.286339
1.0,50,938.369414
0.0,12,938.391434
0.0,11,938.409451
1.0,16,938.436475
1.0,29,938.48552
0.0,85,938.626648
1.0,55,938.717731
1.0,44,938.82683
0.0,9,938.842845
0.0,38,938.907904
1.0,39,938.974965
1.0,85,939.121098
1.0,14,939.147122
1.0,16,939.175147
1.0,37,939.239206
0.0,32,939.294255
0.0,21,939.330288
1.0,17,939.360315
1.0,20,939.394346
1.0,12,939.415365
0.0,51,939.503445
0.0,60,939.60754
1.0,76,939.773691
1.0,64,939.884792
1.0,30,939.938841
1.0,26,939.984883
0.0,59,940.087977
1.0,44,940.165047
0.0,7,940.177058
1.0,30,940.230106
1.0,34,940.290161
1.0,56,940.38825
0.0,14,940.413273
0.0,52,940.504355
1.0,70,940.664501
1.0,52,940.756585
0.0,71,940.880698
1.0,29,940.930743
1.0,77,941.064865
0.0,52,941.156949
0.0,35,941.218004
0.0,54,941.314092
1.0,76,941.451217
0.0,12,941.472235
1.0,11,941.492254
1.0,92,943.194802
0.0,96,943.356963
1.0,40,943.424024
1.0,20,943.456557
0.0,41,943.525619
1.0,18,943.555647
0.0,38,943.619705
1.0,64,943.728804
1.0,32,943.781852
1.0,65,943.924983
0.0,8,943.938995
1.0,12,943.959013
0.0,28,944.006056
1.0,14,944.030078
0.0,25,944.072116
0.0,25,944.113153
0.0,23,944.152189
1.0,40,944.221252
0.0,55,944.316338
0.0,100,944.491498
1.0,16,944.519523
0.0,14,944.544546
1.0,48,944.628623
0.0,36,944.69168
0.0,10,944.709697
1.0,72,944.870843
1.0,48,944.95592
1.0,27,945.002963
0.0,36,945.06602
0.0,13,945.089041
0.0,8,945.103055
1.0,29,945.156102
1.0,13,945.178122
0.0,17,945.208149
0.0,100,945.383309
0.0,15,945.410333
1.0,20,945.445365
1.0,19,945.478395
1.0,38,945.545456
1.0,26,945.591498
0.0,20,945.62653
0.0,4,945.633536
1.0,74,945.798568
1.0,24,945.840607
0.0,10,945.858623
0.0,100,946.038787
1.0,44,946.116858
0.0,40,946.188923
1.0,33,946.247977
1.0,14,946.273
1.0,33,946.332053
0.0,54,946.429142
1.0,22,946.469178
1.0,22,946.508214
1.0,22,946.549251
0.0,39,946.620316
0.0,24,946.700388
1.0,87,946.859533
0.0,32,946.918586
0.0,11,948.436804
0.0,20,948.470835
1.0,23,948.509871
0.0,72,948.630981
1.0,52,948.719061
1.0,17,948.748087
1.0,8,948.7621
1.0,30,948.813146
1.0,64,948.924247
1.0,77,949.088397
0.0,8,949.101408
0.0,78,949.233529
0.0,23,949.272564
0.0,9,949.287578
0.0,14,949.3116
1.0,61,949.417696
1.0,31,949.471745
1.0,10,949.488761
0.0,54,949.583847
1.0,13,949.606868
0.0,18,949.637896
0.0,43,949.714966
1.0,43,949.791036
0.0,57,949.891127
0.0,9,949.907141
0.0,14,949.931163
1.0,20,950.001227
1.0,42,950.074293
1.0,19,950.108324
0.0,9,950.123338
0.0,33,950.181391
0.0,12,950.20341
1.0,44,950.280481
0.0,18,950.311509
1.0,12,950.332528
1.0,9,950.348543
1.0,31,950.405595
0.0,22,950.44463
0.0,54,950.540717
1.0,20,950.57675
1.0,64,950.690359
0.0,78,950.828484
0.0,38,950.929576
0.0,100,951.105736
0.0,45,951.18681
1.0,11,951.205827
1.0,10,951.222843
1.0,98,951.393999
1.0,29,951.445045
1.0,8,951.459058
1.0,64,951.57116
1.0,19,951.605191
1.0,7,951.617201
0.0,5,951.62621
0.0,65,951.741315
1.0,10,951.759331
0.0,8,951.808375
0.0,36,951.872434
0.0,58,951.977529
1.0,11,951.997547
0.0,100,953.668067
0.0,26,953.711106
1.0,14,953.735127
0.0,16,953.762152
0.0,53,953.850232
1.0,25,953.89127
1.0,27,953.936311
1.0,41,954.004372
0.0,14,954.028394
0.0,29,954.076438
0.0,26,954.120478
1.0,15,954.147502
1.0,33,954.236584
0.0,100,954.403735
0.0,23,954.44177
0.0,6,954.451779
0.0,95,954.611925
1.0,15,954.637949
1.0,8,954.651961
0.0,14,954.675983
1.0,44,954.752052
1.0,48,954.835128
0.0,5,954.844136
0.0,29,954.896183
1.0,15,954.922207
0.0,100,955.129395
1.0,24,955.171434
0.0,60,955.274528
1.0,28,955.323572
0.0,100,955.49673
1.0,42,955.569796
0.0,17,955.598822
0.0,25,955.644866
0.0,76,955.78099
1.0,39,955.850053
1.0,9,955.866068
1.0,30,955.919116
0.0,16,955.948142
0.0,59,956.085268
1.0,29,956.136313
0.0,34,956.196368
0.0,23,956.236404
0.0,45,956.315477
0.0,100,956.493638
1.0,58,956.59473
0.0,19,956.62776
1.0,48,956.711852
0.0,27,956.759896
0.0,80,956.935055
1.0,33,956.994108
0.0,11,957.014127
0.0,44,957.092198
1.0,15,957.119222
0.0,100,957.299386
1.0,68,958.913854
1.0,38,958.976912
1.0,57,959.071998
1.0,56,959.165082
1.0,57,959.26117
1.0,48,959.375274
1.0,80,959.510397
1.0,28,959.557439
1.0,26,959.600479
0.0,5,959.609487
0.0,22,959.645519
1.0,12,959.665538
0.0,53,959.754621
1.0,35,959.814676
0.0,11,959.833693
1.0,16,959.861719
0.0,52,959.9508
0.0,55,960.045886
1.0,10,960.062902
0.0,46,960.144977
1.0,28,960.228052
0.0,26,960.273093
0.0,42,960.346159
1.0,29,960.396205
1.0,21,960.432238
0.0,10,960.450254
1.0,42,960.52232
1.0,19,960.555349
0.0,100,960.729508
0.0,46,960.80858
1.0,17,960.838607
0.0,100,961.014767
1.0,39,961.118862
1.0,19,961.152893
0.0,47,961.235968
0.0,19,961.27
0.0,55,961.368088
1.0,39,961.436151
0.0,53,961.529235
0.0,100,961.706396
1.0,73,961.833512
0.0,33,961.891565
1.0,17,961.921592
0.0,8,961.935605
1.0,23,961.976642
1.0,18,962.042702
0.0,41,962.11677
0.0,84,962.268908
1.0,10,962.286924
1.0,33,962.346979
0.0,36,962.41404
0.0,13,962.438061
0.0,7,962.451073
0.0,39,962.521137
1.0,43,964.09657
1.0,10,964.113585
1.0,15,964.138608
1.0,11,964.157625
0.0,40,964.225687
0.0,64,964.333785
0.0,11,964.351802
1.0,9,964.367816
0.0,41,964.471911
1.0,80,964.609036
0.0,48,964.69111
1.0,28,964.739154
0.0,14,964.762175
1.0,32,964.817225
0.0,40,964.885287
0.0,37,964.948344
0.0,83,965.089473
1.0,71,965.211583
0.0,7,965.224596
0.0,18,965.255624
0.0,33,965.347707
1.0,43,965.425779
1.0,33,965.483831
1.0,29,965.534878
0.0,10,965.552894
0.0,30,965.605942
1.0,35,965.666998
0.0,17,965.697025
0.0,78,965.83415
1.0,46,965.914222
0.0,40,965.983285
0.0,100,966.158444
0.0,15,966.185469
0.0,11,966.238518
0.0,100,966.414678
0.0,6,966.425688
0.0,23,966.465724
0.0,15,966.492748
1.0,17,966.522776
0.0,32,966.578841
1.0,19,966.612872
0.0,47,966.694947
1.0,12,966.716967
1.0,23,966.757004
0.0,100,966.937168
0.0,8,966.952181
0.0,16,966.980206
1.0,23,967.021243
0.0,41,967.093309
1.0,18,967.159369
0.0,42,967.235438
0.0,58,967.339533
0.0,9,967.355548
1.0,14,967.381571
0.0,20,967.417604
0.0,54,967.514692
1.0,25,967.559733
1.0,31,967.615784
0.0,42,967.694856
0.0,34,967.757914
1.0,17,969.286808
0.0,40,969.354869
1.0,20,969.3879
0.0,21,969.423932
0.0,100,969.627117
1.0,90,969.780257
0.0,27,969.826298
0.0,65,969.9384
1.0,8,969.952413
1.0,20,969.985443
0.0,100,970.155597
1.0,16,970.182622
1.0,23,970.221658
1.0,28,970.268701
1.0,27,970.314742
0.0,100,970.522931
0.0,11,970.541949
1.0,69,970.66406
0.0,29,970.715106
1.0,20,970.749137
1.0,13,970.772158
1.0,15,970.798182
1.0,29,970.848227
1.0,33,970.905279
1.0,49,970.990357
1.0,14,971.014379
0.0,29,971.065425
1.0,11,971.084442
0.0,21,971.120475
0.0,8,971.134488
0.0,69,971.253596
0.0,33,971.310648
0.0,20,971.379711
0.0,37,971.446772
1.0,31,971.500821
1.0,77,971.633942
1.0,12,971.654961
0.0,7,971.666972
0.0,7,971.678983
1.0,10,971.697002
1.0,12,971.718021
0.0,50,971.8051
0.0,15,971.831124
0.0,100,972.004281
1.0,82,972.149413
0.0,17,972.17944
1.0,9,972.195455
0.0,34,972.289541
1.0,24,972.331579
1.0,57,972.432671
0.0,5,972.441679
1.0,16,972.469704
0.0,100,972.647866
1.0,37,972.712926
1.0,36,972.776984
0.0,100,974.456511
1.0,23,974.495561
1.0,14,974.518581
0.0,100,974.719764
1.0,16,974.746789
0.0,5,974.755797
1.0,36,974.815852
1.0,46,974.893923
0.0,41,974.962986
0.0,15,974.988008
1.0,36,975.049064
1.0,23,975.087099
1.0,50,975.173177
0.0,13,975.195197
1.0,36,975.255251
0.0,39,975.32031
1.0,79,975.45143
1.0,48,975.566535
0.0,83,975.709666
1.0,11,975.729684
1.0,31,975.782732
1.0,16,975.810758
0.0,25,975.854798
0.0,9,975.869811
1.0,54,975.965899
0.0,26,976.01094
1.0,59,976.113032
1.0,29,976.164079
1.0,41,976.235143
0.0,10,976.252159
0.0,40,976.322223
1.0,38,976.388283
1.0,21,976.425316
0.0,27,976.507391
0.0,11,976.526409
0.0,10,976.543424
0.0,53,976.634507
1.0,55,976.733597
0.0,100,976.909757
0.0,4,976.916763
1.0,12,976.937783
1.0,42,977.010849
1.0,11,977.029866
0.0,75,977.161986
0.0,27,977.209029
1.0,30,977.262077
1.0,41,977.334143
0.0,100,977.546339
0.0,49,977.632417
0.0,10,977.650434
1.0,35,977.71249
0.0,27,977.760534
1.0,28,977.809579
0.0,18,977.841608
1.0,12,977.862627
1.0,27,977.910671
1.0,57,978.011763
0.0,54,978.108851
0.0,46,979.690495
1.0,10,979.70751
1.0,31,979.758556
0.0,31,979.844635
1.0,20,979.877665
1.0,64,979.983761
1.0,16,980.010786
0.0,27,980.055827
1.0,9,980.071841
0.0,54,980.161923
0.0,30,980.211969
1.0,53,980.302065
1.0,79,980.436187
1.0,37,980.498243
0.0,16,980.525267
0.0,44,980.598334
0.0,100,980.803521
0.0,53,980.895604
1.0,43,980.971673
1.0,33,981.029726
0.0,42,981.103793
1.0,12,981.124813
1.0,40,981.195877
1.0,16,981.223903
1.0,31,981.276951
1.0,35,981.338006
1.0,19,981.371037
0.0,41,981.442101
1.0,36,981.504158
0.0,37,981.603248
1.0,13,981.626269
0.0,100,981.802429
0.0,46,981.883502
1.0,32,981.942556
1.0,24,981.985595
1.0,27,982.033639
0.0,9,982.049654
1.0,16,982.077679
0.0,35,982.139735
1.0,63,982.251837
1.0,19,982.285869
0.0,28,982.335914
1.0,6,982.346924
1.0,34,982.406979
1.0,77,982.580138
1.0,10,982.597154
0.0,28,982.650202
1.0,24,982.69224
1.0,21,982.729274
1.0,31,982.786326
0.0,17,982.816353
1.0,53,982.909441
0.0,16,982.938467
1.0,78,983.076592
1.0,11,983.096611
0.0,30,983.15066
0.0,10,983.167675
1.0,12,983.189695
0.0,19,983.223726
0.0,44,983.302798
1.0,64,984.951297
0.0,18,984.982325
0.0,13,985.003344
0.0,24,985.044382
1.0,50,985.128458
1.0,18,985.158485
1.0,26,985.202526
1.0,42,985.275592
1.0,40,985.343654
1.0,8,985.356666
0.0,37,985.418722
0.0,28,985.465765
1.0,30,985.51581
1.0,41,985.584873
0.0,15,985.609896
0.0,54,985.700979
1.0,33,985.75703
0.0,47,985.870133
0.0,22,985.907166
1.0,11,985.926184
1.0,59,986.025274
1.0,72,986.146384
0.0,11,986.166402
1.0,59,986.269496
1.0,22,986.308531
1.0,15,986.334555
1.0,76,986.470679
0.0,25,986.514719
0.0,10,986.532735
0.0,21,986.569769
0.0,23,986.609806
1.0,88,986.798977
0.0,33,986.859032
1.0,46,986.940106
0.0,56,987.038195
0.0,100,987.217357
1.0,28,987.267403
0.0,40,987.338468
0.0,100,987.513627
1.0,19,987.546657
1.0,40,987.652754
0.0,11,987.671771
1.0,12,987.693791
1.0,75,987.828914
1.0,76,987.969041
1.0,9,987.985056
0.0,11,988.005074
1.0,16,988.033099
1.0,25,988.07814
0.0,28,988.128186
1.0,43,988.206257
1.0,16,988.235283
1.0,26,988.28234
0.0,85,988.436479
1.0,50,988.526562
1.0,19,988.596625
0.0,34,990.172058
1.0,60,990.274165
1.0,7,990.286175
1.0,19,990.318205
1.0,53,990.409288
0.0,14,990.432309
1.0,12,990.453328
